license_number,business_name,dba_name,dba_registration_city,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,county,county_lat,county_long,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,license_type,application_status,lic_status,approved_license_type,priority_applicant_type,cultivation_environment,cultivation_tier,establishment_activities,establishment_cultivation_environment,square_footage_establishment,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,CNB_DATE_OF_FINAL_LICENSURE-1,LIC_START_DATE,LIC_EXPIRATION_DATE,COMMENCE_OPERATIONS_DATE,CCCUpdateDate
MR281588,Temescal Wellness of Massachusetts,,,10 Callahan Drive,,Pittsfield,MA,01201,42.429909,-73.317972,Berkshire,42.396128,-73.209889,10 Callahan Drive,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.317971 42.4299090),665 Cochituate Road,Second Floor,Framingham,MA,01701,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,3000,6/13/2018,8/21/2018,9/20/2018,12/13/2018,9/23/2022,9/24/2023,1/8/2019,12/19/2022
MP281402,Temescal Wellness of Massachusetts,,,141 SW Cutoff,,Worcester,MA,01604,42.232716,-71.751089,Worcester,42.329642,-71.840209,141 SW Cutoff,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.751088 42.2327160),665 Cochituate Road,Floor 2,Framingham,MA,01701,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,18500,6/13/2018,9/12/2018,11/1/2018,1/10/2019,11/10/2022,12/3/2023,1/30/2019,12/19/2022
MC281550,Temescal Wellness of Massachusetts,,,141 SW Cutoff,,Worcester,MA,01604,42.232716,-71.751089,Worcester,42.329642,-71.840209,141 SW Cutoff,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.751088 42.2327160),665 Cochituate Road,2nd Floor,Framingham,MA,01701,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,18500,6/13/2018,9/12/2018,11/1/2018,1/10/2019,11/10/2022,12/3/2023,1/30/2019,12/19/2022
MR282033,Temescal Wellness of Massachusetts,,,665 Cochituate Road,Suite 1B,Framingham,MA,01701,42.307177,-71.385262,Middlesex,42.459085,-71.275566,665 Cochituate Road,Suite 1B,Worcester,MA,01701,POINT (-71.275566 42.459085),POINT (-71.385261 42.3071770),665 Cochituate Rd,Second Floor,Framingham,MA,01701,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,2200,11/8/2018,10/7/2019,1/9/2020,4/9/2020,1/20/2022,1/22/2023,6/29/2020,12/19/2022
MR282570,Union Leaf Inc.,,,71-72 Union Square,,Somerville,MA,02143,42.379846,-71.094934,Middlesex,42.459085,-71.275566,71-72 Union Square,,Somerville,MA,02143,POINT (-71.275566 42.459085),POINT (-71.094933 42.3798460),71-72 Union Square,,Somerville,MA,02143,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1650,4/3/2019,4/15/2020,7/9/2020,,5/12/2022,7/10/2023,,12/19/2022
MR283231,Caregiver-Patient Connection LLC/d.b.a. Local Roots,Local Roots,Fitchburg,365 Main St,,Sturbridge,MA,01566,42.111219,-72.088797,Worcester,42.329642,-71.840209,365 Main St,,Sturbridge,MA,01566,POINT (-71.840209 42.329642),POINT (-72.088797 42.1112189),"910 Boston Post Rd., Ste. #310",,Marlborough,MA,01752,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2500,1/13/2020,7/24/2020,9/10/2020,2/11/2021,10/13/2022,10/19/2023,3/1/2021,12/19/2022
MR284262,EC Developments,,,1385 Bernardston Road,,Greenfield,MA,01301,42.650917,-72.561356,Franklin,42.587072,-72.573941,1385 Bernardston Road,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.561356 42.650917),1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2000,5/28/2021,10/29/2021,1/20/2022,,4/22/2022,4/22/2023,,12/19/2022
MP282083,EC Developments,,,1385 Bernardston Road,,Greenfield,MA,01301,42.650917,-72.561356,Franklin,42.587072,-72.573941,1385 Bernardston Road,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.561356 42.650917),1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,5000,5/27/2021,10/29/2021,1/20/2022,,4/22/2022,4/22/2023,,12/19/2022
MC283278,EC Developments,,,1385 Bernardston Road,,Greenfield,MA,01301,42.650917,-72.561356,Franklin,42.587072,-72.573941,1385 Bernardston Road,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.561356 42.650917),1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,40000,1/5/2021,10/29/2021,1/20/2022,,4/22/2022,4/22/2023,,12/19/2022
MP282091,"Aspen Blue Wareham, Inc.",,Wareham,8 Elm Street,,Wareham,MA,02571,41.766374,-70.72246,Plymouth,41.978877,-70.818958,20 Centerville Road,,Warwick,RI,02886,POINT (-70.818958 41.978877),POINT (-70.722459 41.7663739),20 Centerville Road,,Warwick,RI,02886,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,14869,6/22/2021,10/22/2021,1/20/2022,,12/7/2022,12/7/2023,,12/19/2022
MB281359,"Hothouse Holyoke, Inc.",,Holyoke,90 Sargeant St.,,Holyoke,MA,01040,42.199426,-72.612804,Hampden,42.12756,-72.571312,90 Sargeant St.,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.612803 42.1994260),15 Manor House Ct.,,Holyoke,MA,01040,Marijuana Microbusiness,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,Both Cultivating and Manufacturing,Indoor,17000,5/1/2018,11/26/2018,1/24/2019,,,,,12/19/2022
MP281302,"253 Organic, LLC",,,253 Millers Falls Road,P.O. Box 253,Montague,MA,01376,42.59029,-72.527306,Franklin,42.587072,-72.573941,253 Miller Falls Road,,Turners Falls,MA,01376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,"99 Summer Street, 13th floor",Boston,MA,02110,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2000,4/17/2018,9/11/2018,10/4/2018,11/7/2019,10/13/2022,10/25/2023,3/9/2020,12/19/2022
MR281245,"253 Organic, LLC",,,253 Millers Falls Road,P.O. Box 253,Montague,MA,01376,42.59029,-72.527306,Franklin,42.587072,-72.573941,253 Millers Falls Road,,Turners Fall,MA,01376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,99 Summer Street,Boston,MA,02110,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,3000,4/17/2018,9/11/2018,10/4/2018,8/8/2019,10/13/2022,10/25/2023,8/29/2019,12/19/2022
MC281258,"253 Organic, LLC",,,253 Millers Falls Road,P.O. Box 253,Montague,MA,01376,42.59029,-72.527306,Franklin,42.587072,-72.573941,253 Millers Falls Road,,Turners Falls,MA,01376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,"99 Summer Street, 13th floor",Boston,MA,02110,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,28000,4/17/2018,9/11/2018,10/4/2018,11/7/2019,10/13/2022,10/25/2023,3/9/2020,12/19/2022
MX281355,DM Distribution LLC,Diem,Orange,207 Daniel Shays Highway,,Orange,MA,01634,42.554314,-72.289528,,,,75 North Main Street,#570,Randolph,MA,02368,,POINT (-72.289528 42.5543139),75 North Main Street,#570,Randolph,MA,02368,Marijuana Transporter with Other Existing ME License,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,RMD Priority,,,,,43000,7/9/2019,4/7/2020,6/4/2020,,,,,12/19/2022
MC281652,"Tower Three, LLC",,,30 Sherwood Drive,,Taunton,MA,02780,41.896308,-71.085898,Bristol,41.778329,-71.102131,341 Savin Hill Ave,,Boston,MA,02125,POINT (-71.102131 41.778329),POINT (-71.085898 41.8963079),341 Savin Hill Ave,,Boston,MA,02125,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,14000,8/3/2018,1/3/2020,4/9/2020,2/10/2022,4/7/2022,4/9/2023,7/25/2022,12/19/2022
MC281512,West County Collective,,Pittsfield,370 Cloverdale St,,Pittsfield,MA,01201,42.429686,-73.319739,Berkshire,42.396128,-73.209889,149 L St #1,,Boston,MA,02127,POINT (-73.209889 42.396128),POINT (-73.319738 42.4296859),149 L St #1,,Boston,MA,02127,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,7500,6/2/2018,11/1/2019,1/16/2020,,1/20/2022,1/21/2023,,12/19/2022
MR283842,"Calyx Peak of MA, Inc.",Local Cannabis Co.,,16 New Ocean Street,,Swampscott,MA,01907,42.469296,-70.92256,Essex,42.635475,-70.970827,50 Congress Street,Suite 420,Boston,MA,02109,POINT (-70.970827 42.635475),POINT (-70.922560 42.469296),2 Hampshire Street,Suite 100B,Foxboro,MA,02035,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1,10/20/2020,2/19/2021,5/13/2021,10/13/2022,5/12/2022,6/3/2023,11/21/2022,12/19/2022
MP281574,"Calyx Peak of MA, Inc.",Local Cannabis Co.,,10 Pullman Street,,Worcester,MA,01606,42.320687,-71.797194,Worcester,42.329642,-71.840209,"50 Congress Street, Suite 420",,Boston,MA,02109,POINT (-71.840209 42.329642),POINT (-71.797194 42.320687),"50 Congress Street, Suite 420",,Boston,MA,02109,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,50499,1/15/2019,3/19/2020,7/9/2020,,8/12/2021,10/15/2022,,12/19/2022
MC281927,"Calyx Peak of MA, Inc.",Local Cannabis Co.,,10 Pullman Street,,Worcester,MA,01606,42.320687,-71.797194,Worcester,42.329642,-71.840209,"50 Congress Street, Suite 420",,Boston,MA,02109,POINT (-71.840209 42.329642),POINT (-71.797194 42.320687),"50 Congress Street, Suite 420",,Boston,MA,02109,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,50499,1/15/2019,3/19/2020,7/9/2020,,8/12/2021,10/15/2022,,12/19/2022
MC282541,"Grow Rite, LLC",,,162 Milford St,,Upton,MA,01568,42.160834,-71.582917,Worcester,42.329642,-71.840209,162 Milford St.,,Upton,MA,01568,POINT (-71.840209 42.329642),POINT (-71.582916 42.1608340),9 Freeland St,UNIT 1 L,Worcester,MA,01603,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,3500,12/17/2019,8/20/2020,10/8/2020,8/12/2021,10/13/2022,10/15/2023,4/7/2022,12/19/2022
MC283161,North Country Production LLC,North Country Pharms,Holyoke,12 Crescent Street,,Holyoke,MA,01040,42.201201,-72.604284,Hampden,42.12756,-72.571312,2410 Fair Oaks Blvd.,Suite 110,Sacramento,CA,95825,POINT (-72.571312 42.12756),POINT (-72.604284 42.2012009),2410 Fair Oaks Blvd.,Suite 110,Sacramento,CA,95825,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,80000,11/5/2020,7/26/2021,9/17/2021,,9/30/2021,9/30/2022,,12/19/2022
MC283668,BTE INC,,,129 Grant St,,Plainfield,MA,01070,42.520479,-72.877869,Hampshire,42.322256,-72.62073,145 stonehill rd,,east longmeadow,MA,01028,POINT (-72.62073 42.322256),POINT (-72.877869 42.5204790),145 Stonehill Road,,East Longmeadow,MA,01028,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,,100000,12/10/2021,2/18/2022,4/7/2022,,4/19/2022,4/19/2023,,12/19/2022
MC283450,"Hydro Flower, LLC",,,36 Canal Street,,Montague,MA,01376,42.608561,-72.560076,Franklin,42.587072,-72.573941,36 Canal Road,,Turners Falls,MA,01376,POINT (-72.573941 42.587072),POINT (-72.560075 42.6085610),36 Canal Road,,Turners Falls,MA,01376,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,150000,3/24/2021,4/30/2021,6/22/2021,,,,,12/19/2022
MP282060,"Hydro Flower, LLC",,,36 Canal Road,,Montague,MA,01376,42.608903,-72.560621,Franklin,42.587072,-72.573941,36 Canal Road,,Turners Falls,MA,01376,POINT (-72.573941 42.587072),POINT (-72.560620 42.6089029),36 Canal Raod,,Turners Falls,MA,01376,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,150000,3/26/2021,4/30/2021,6/22/2021,,,,,12/19/2022
MR281246,"Apical, Inc.",Fyre Ants,,102 Northampton Street,,Easthampton,MA,01027,42.278867,-72.672453,Hampshire,42.322256,-72.62073,19 Wemelco Way,,Easthampton,MA,01073,POINT (-72.62073 42.322256),POINT (-72.672453 42.2788669),19 Wemelco Way,,Easthampton,MA,01073,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4000,4/17/2018,7/31/2019,11/7/2019,11/18/2021,1/20/2022,1/21/2023,1/7/2022,12/19/2022
MR283720,"Apical, Inc.",EMBR,Northampton,144 King Street,,Northampton,MA,01060,42.324779,-72.633415,Hampshire,42.322256,-72.62073,431 Westminster Street,,Westminster,MA,01420,POINT (-72.62073 42.322256),POINT (-72.633414 42.3247789),2611 Woodruff Road,Suite A,Spokane Valley,WA,99206,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,1200,8/2/2020,9/3/2021,11/18/2021,3/10/2022,12/8/2022,12/9/2023,3/31/2022,12/19/2022
MP281333,"Apical, Inc.","Phat Panda, by Grow Op Farms",Fitchburg,431 Westminster Street,,Chicopee,MA,01020,42.177492,-72.562563,Hampden,42.12756,-72.571312,170 Pomeroy Meadow Rd,,Southampton,MA,01073,POINT (-72.571312 42.12756),POINT (-72.562562 42.1774920),170 Pomeroy Meadow Rd,,Southampton,MA,01073,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,208000,5/3/2018,7/31/2019,11/7/2019,,1/20/2022,2/13/2023,,12/19/2022
MC281385,"Apical, Inc.","Phat Panda, by Grow Op Farms",Fitchburg,431 Westminster Street,,Chicopee,MA,01020,42.177492,-72.562563,Hampden,42.12756,-72.571312,170 Pomeroy Meadow Road,,Southampton,MA,01073,POINT (-72.571312 42.12756),POINT (-72.562562 42.1774920),170 Pomeroy Meadow Road,,Southampton,MA,01073,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,208000,5/3/2018,7/31/2019,11/7/2019,,1/20/2022,2/13/2023,,12/19/2022
MC282504,"MINUTEMAN FARM, LLC",,,24 East Main Street,Parcel G 1,Ashby,MA,01431,42.663378,-71.799241,Middlesex,42.459085,-71.275566,238 PIPER ROAD,,ASHBY,MA,01431,POINT (-71.275566 42.459085),POINT (-71.799240 42.6633780),P O BOX 583,,TOWNSEND,MA,01469,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,5000,11/21/2019,7/29/2020,10/8/2020,,10/13/2022,10/14/2023,,12/19/2022
MP282172,"J-B.A.M., Inc",,Not Applicable,71 Downing Parkway Building A,,Pittsfield,MA,02101,42.459687,-73.197942,,,,: 71 DOWNING PKWY BLDG A,,Pittsfield,MA,01021,,POINT (-73.197941 42.4596870),PO Box 311,,East Otis,MA,01029,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,16000,2/3/2022,3/18/2022,5/12/2022,,,,,12/19/2022
MR283056,Vedi Naturals LLC,kosa,,505 Boston Post Road West,Units F&G,Marlborough,MA,01752,42.33604,-71.603797,Middlesex,42.459085,-71.275566,505 Boston Post Road West,,Marlborough,MA,01752,POINT (-71.275566 42.459085),POINT (-71.603797 42.3360399),3 Craig Drive,,Clinton,MA,01510,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2350,10/15/2019,7/10/2020,8/6/2020,4/7/2022,3/10/2022,3/10/2023,5/4/2022,12/19/2022
MR282961,"Cosmopolitan Dispensary, Inc.",,,82 Hartwell Street,,Fall River,MA,02720,41.698364,-71.153161,Bristol,41.778329,-71.102131,82 Hartwell Street,,Fall River,MA,02720,POINT (-71.102131 41.778329),POINT (-71.153160 41.6983639),60 Rock Street,,Fall River,MA,02720,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,4200,8/29/2019,9/17/2020,11/19/2020,5/12/2022,10/13/2022,11/20/2023,6/28/2022,12/19/2022
MR283323,"Heal Sturbridge, Inc.",,,660 Main Street,,Sturbridge,MA,01566,42.295438,-71.708364,Worcester,42.329642,-71.840209,4 Irving Road,,Weston,MA,02493,POINT (-71.840209 42.329642),POINT (-71.708364 42.2954379),1200 Walnut Street,,Newton Highlands,MA,02461,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1696,3/3/2020,7/24/2020,9/10/2020,4/16/2021,9/15/2022,9/18/2023,5/13/2021,12/19/2022
MC281426,"Deerfield Naturals, Inc.",,,10 Greenfield Road,,Deerfield,MA,01373,42.472404,-72.612706,Franklin,42.587072,-72.573941,10 Greenfield Road,,South Deerfield,MA,01373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,01373,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,28288,5/12/2018,3/27/2020,7/9/2020,,9/15/2022,10/15/2023,,12/19/2022
MR281929,"Deerfield Naturals, Inc.",,,10 Greenfield Road,,Deerfield,MA,01373,42.472404,-72.612706,Franklin,42.587072,-72.573941,10 Greenfield Road,,South Deerfield,MA,01373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,01373,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,10125,9/27/2018,3/27/2020,7/9/2020,,9/15/2022,10/15/2023,,12/19/2022
MP281541,"Deerfield Naturals, Inc.",,,10 Greenfield Road,,Deerfield,MA,01373,42.472404,-72.612706,Franklin,42.587072,-72.573941,10 Greenfield Road,,South Deerfield,MA,01373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,01373,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,28288,11/23/2018,3/27/2020,7/9/2020,,9/15/2022,10/15/2023,,12/19/2022
MP281960,MAIA ADVANCED ORGANICS INC,,,1R & 3R GREEN STREET,,Clinton,MA,01510,42.410735,-71.6814,Worcester,42.329642,-71.840209,1R & 3R GREEN STREET,,CLINTON,MA,01510,POINT (-71.840209 42.329642),POINT (-71.681399 42.4107350),200 SPECTRUM CENTER DR SUITE 300,,IRVINE,CA,92618,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,130000,9/30/2020,7/2/2021,9/17/2021,,12/27/2021,12/27/2022,,12/19/2022
MC282412,High Hawk Farm LLC,,Barre,101 Daunt Road,,Barre,MA,01005,42.391728,-72.157066,Worcester,42.329642,-71.840209,140 Worcester Road,,Barre,MA,01005,POINT (-71.840209 42.329642),POINT (-72.157066 42.3917280),140 Worcester Road,,Barre,MA,01005,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,,120000,9/23/2019,3/12/2020,5/8/2020,11/19/2020,5/12/2022,5/13/2023,,12/19/2022
MC283086,MAIA ADVANCED ORGANICS INC,,,1R & 3R GREEN STREET,,Clinton,MA,01510,42.410735,-71.6814,Worcester,42.329642,-71.840209,1R & 3R GREEN STREET,,CLINTON,MA,01510,POINT (-71.840209 42.329642),POINT (-71.681399 42.4107350),200 SPECTRUM CENTER DR SUITE 300,,IRVINE,CA,92618,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,130000,9/28/2020,7/2/2021,9/17/2021,,12/27/2021,12/27/2022,,12/19/2022
MR283968,High Hawk Farm LLC,High Hawk Farm LLC,Barre,80 Main Street,,Rutland,MA,01543,42.377958,-71.936422,Worcester,42.329642,-71.840209,140 Worcester Road,,Barre,MA,01005,POINT (-71.840209 42.329642),POINT (-71.936421 42.377958),140 Worcester Road,,Barre,MA,01005,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2000,12/14/2020,9/3/2021,11/18/2021,,12/8/2022,12/9/2023,,12/19/2022
MR283727,Littleton Apothecary LLC,,,"160 Ayer Road, Suite 4",,Littleton,MA,01460,42.548379,-71.521763,Middlesex,42.459085,-71.275566,"160 Ayer Road, Suite 4",,Littleton,MA,01460,POINT (-71.275566 42.459085),POINT (-71.521762 42.5483789),43 Starr Hill,,Littleton,MA,01460,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,3388,8/6/2020,8/13/2020,10/8/2020,,11/10/2022,11/11/2023,,12/19/2022
MC282515,Aspen Blue Cultures Inc.,Terps,,40 Forest Street,,Attleboro,MA,02703,41.94567,-71.274181,Bristol,41.778329,-71.102131,40 Forest Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.274180 41.94567),72 Pine Street,,Providence,RI,02903,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,66000,11/26/2019,7/17/2020,10/8/2020,,1/20/2022,1/22/2023,,12/19/2022
MR283141,Aspen Blue Cultures Inc.,Terps,,40 Forest Street,,Attleboro,MA,02703,41.94567,-71.274181,Bristol,41.778329,-71.102131,40 Forest Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.274180 41.94567),909 North Main Street,,Providence,RI,02904,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,66000,11/22/2019,7/17/2020,10/8/2020,3/10/2022,1/20/2022,1/22/2023,3/25/2022,12/19/2022
MP281802,Aspen Blue Cultures Inc.,Terps,,40 Forest Street,,Attleboro,MA,02703,41.94567,-71.274181,Bristol,41.778329,-71.102131,40 Forest Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.274180 41.94567),72 Pine Street,,Providence,RI,02903,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,66000,11/26/2019,7/17/2020,10/8/2020,,1/20/2022,1/22/2023,,12/19/2022
MC281451,"Ashli's Farm, Inc.",Zahara,Attleboro,76 Frank Mossberg Dr,,Attleboro,MA,02703,41.921148,-71.326655,Bristol,41.778329,-71.102131,76 Frank Mossberg Dr.,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.326655 41.9211480),81 West St.,Suite 2112,Attleboro,MA,02703,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,16000,5/16/2018,9/24/2018,11/1/2018,,10/13/2022,11/18/2023,,12/19/2022
MC283761,Cloud 9 Cultivation LLC,,Not Applicable,RW Moore Avenue,Lot 6E,Orange,MA,01364,42.59721,-72.3032,Franklin,42.587072,-72.573941,68 Carlisle Street,,Quincy,MA,02171,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),68 Carlisle Street,,Quincy,MA,02171,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,16674,7/13/2022,10/7/2022,12/8/2022,,,,,12/19/2022
MB281521,Grow Team Gardens LLC,,,705 dutton st,,Lowell,MA,01854,42.640885,-71.320387,Middlesex,42.459085,-71.275566,705 Dutton St,,Lowell,MA,01854,POINT (-71.275566 42.459085),POINT (-71.320386 42.6408849),50 sicard ave,,dracut,MA,01826,Marijuana Microbusiness,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,Both Cultivating and Manufacturing,Indoor,14000,12/13/2018,3/12/2020,5/8/2020,,4/7/2022,5/8/2023,,12/19/2022
MR281759,"Major Bloom, LLC",,,20 John Williams Street,,Attleboro,MA,02703,41.934519,-71.291312,Bristol,41.778329,-71.102131,20 John Williams Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.291312 41.9345190),50 Loring St.,,Hyde Park,MA,02136,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,,,,,2247,7/30/2018,3/23/2020,6/4/2020,,3/15/2022,3/15/2023,,12/19/2022
MR283033,"Major Bloom, LLC",,,76 Millbury St.,,Worcester,MA,01610,42.253307,-71.799047,Worcester,42.329642,-71.840209,76 Millbury Street,,Worcester,MA,01610,POINT (-71.840209 42.329642),POINT (-71.799047 42.253307),50 Loring St.,,Hyde Park,MA,02136,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,Economic Empowerment Priority,,,,,5000,10/6/2019,3/23/2020,5/8/2020,7/15/2021,7/14/2022,7/15/2023,8/5/2021,12/19/2022
